,evaluation,date,label
1733,《歐股》軍工股領漲，泛歐指收高0.2%、月線連三紅,2017-3-1,-1
1734,美國1月新屋、成屋房價漲幅逾7%，遠高於CPI、薪資,2017-3-1,0
1735,美國密大消費信心4個月來首降、長期通膨預期下滑,2017-3-1,-1
1736,台一：由於廣州子公司至目前為止有事項尚待釐清，未能依規定期限公告申報105年財報,2017-3-31,-1
1737,廣豐董事會決議辦理現金減資10%,2017-3-31,0
1738,《韓股》高層打包票、S8供貨無虞，三星照跌，KOSPI收低,2017-3-31,-1
1739,歐盟主席榮克：川普若繼續喊脫歐、我也要鼓動脫美,2017-3-31,-1
1740,《日股》日經翻黑續跌、2016年度飆12%；夏普衝4年高,2017-3-31,0
1741,Switch日本銷量暴增6成、首4週表現勝過Sony PS4,2017-3-31,-1
1742,OLED產能搶卡位，三星SDI今年資本支出創新高,2017-3-31,0
1743,國安考量！東芝傳不賣國防相關半導體、鴻海仍將被警戒？,2017-3-31,0
1744,川習會是鴻門宴？美國端出雙反調查、行政命令迎賓,2017-3-31,0
1745,川普、梅努欽、美媒給了滿滿暗示，中國在劫難逃？,2017-3-31,-1
1746,《日股》日經早盤漲0.66%；東芝飆、夏普發紅包大漲,2017-3-31,-1
1747,川普醫改利空淡化，美國股票基金重獲青睞,2017-3-31,-1
1748,驚人巧合！Lululemon、UA公布財報後股價皆崩跌23%,2017-3-31,1
1749,三星S8遭唱衰，對新iPhone威脅有限、銷量恐輸S7？,2017-3-31,-1
1750,美國通膨最快周五達陣，FED升息路恐回不了頭了,2017-3-31,-1
1751,利率正常化要5年？新興債市免驚、Q1公債發售破新高,2017-3-31,0
1752,日本失業率跌破3%、創22年8個月新低；家庭支出難看,2017-3-31,-1
1753,美國暖冬作祟？瑞典服飾品牌H&M盤中創2013年新低,2017-3-31,0
1754,墨西哥央行連五次升息，披索衝今年新高,2017-3-31,-1
1755,《美國經濟》上週初領失業金25.8萬人高於預期,2017-3-31,-1
1756,2004年來最慘！淨出口令美國Q4 GDP減1.82個百分點,2017-3-31,-1
1757,《債市》歐央滅火、打壓升息預期，歐債殖利率跌多週低,2017-3-31,0
1758,比鴻海高？博通傳砸2兆競標東芝半導體、蘋果也出手？,2017-3-31,-1
1759,《農產品》等待報告出爐 CBOT農產品收低,2017-3-31,-1
1760,《貴金屬》COMEX黃金下跌0.5% ETF持倉減少,2017-3-31,-1
1761,《金屬》罷工致供應縮減 LME期銅上漲0.8%,2017-3-31,1
1762,《油價》期待減產延長 NYMEX原油漲近2%,2017-3-31,-1
1763,祖馬重組內閣、財長遭撤換，南非幣五日狂貶逾7%,2017-3-31,0
1764,《美股》油價逾50美元、金融轉強，那斯達克創新高,2017-3-31,-1
1765,《歐股》石油股領漲，泛歐指連三紅、德股臨史上新高,2017-3-31,-1
1766,《歐股》利多匯集！希股跳漲3%，歐元、英鎊齊升,2017-5-2,1
1767,5-2新台幣兌美元匯率以30.062元作收，升值1.56角,2017-5-2,1
1768,川普別傻了！減稅非萬靈丹、雷根時代榮景為債務幻象,2017-5-2,-1
1769,《韓股》出口夯、KOSPI飛6年高，SK海力士創高,2017-5-2,-1
1770,台廠受惠？傳三星、LGD液晶電視面板供應協議喬不攏,2017-5-2,0
1771,《日股》日圓走貶+企業獲利點火，日經登六周新高,2017-5-2,-1
1772,加國房貸危機恐爆？最大機構HCG瘋狂擠兌潮蔓延同業,2017-5-2,0
1773,RBA利率連九凍，澳幣兌美元連三揚,2017-5-2,-1
1774,全球石油需求成長潛力龐大，雪佛龍憂頁岩油吃不消,2017-5-2,-1
1775,有圖！美國汽油庫存偏高，海運原油出口量飆破紀錄,2017-5-2,-1
1776,北韓控美軍將半島推向核戰邊緣！傳中國急徵韓中口譯,2017-5-2,-1
1777,三星頭痛！S8偏紅解決，又爆殘影、連10小時重開機,2017-5-2,-1
1778,新台幣兌美元匯價中午暫收30.022元，升值1.96角,2017-5-2,1
1779,基金界震撼彈！聯博辭退執行長、董事會成員大換血,2017-5-2,-1
1780,這叫減產？沙國3月對日本原油出口年增1成、市佔升,2017-5-2,-1
1781,最佳交易員：一世代的大牛市將至、股價有望噴發,2017-5-2,0
1782,全球半導體龍頭換人做，三星最快Q2超車英特爾,2017-5-2,-1
1783,黃金期貨跌破200日均線！通膨降溫 金價短期陷整理？,2017-5-2,-1
1784,陸4月製造業PMI降至51.2、低於預期,2017-5-2,-1
1785,怕蘋果變心！傳三星布局Micro-LED、擬買台廠錼創？,2017-5-2,1
1786,日人瘋虛擬貨幣、俄印有望合法化，比特幣登新高,2017-5-2,0
1787,美國4月ISM製造業PMI大跌，商用運輸設備銷售疲軟,2017-5-2,-1
1788,《美債》梅努欽再提要發超長債！30年債殖利率漲破3%,2017-5-2,-1
1789,《美股》蘋果、臉書、NASDAQ登歷史高！VIX摔10年低,2017-5-2,-1
1790,《農產品》暴雨影響 CBOT小麥玉米雙雙大漲,2017-5-2,0
1791,《貴金屬》COMEX黃金下跌1% LME休市一天,2017-5-2,1
1792,有圖！美國核心PCE月減0.1%、創911事件以來最大降幅,2017-5-2,-1
1793,《油價》擔憂供應增加 NYMEX原油下跌1%,2017-5-2,1
1794,《歐股》德英法股因勞動節休市，歐元、英鎊升貶互見,2017-5-2,-1
1795,愛瘋帶旺智慧機！IDC：買氣復甦、今年出貨料增3%,2017-6-1,1
1796,DRAM、車用電子熱！南亞科、瑞薩資本支出突破10億美元,2017-6-1,0
1797,《日股》日經結束連4跌、創2週高；東芝重挫,2017-6-1,-1
1798,藥價疑慮又起 NBI三個月低！專家：FDA新政反有利生技,2017-6-1,-1
1799,舊金山FED：美國景氣樂觀，今年或升息四次,2017-6-1,-1
1800,iPad日本市佔連2季跌破4成；LG竄出、華碩擠不進前5大,2017-6-1,0
1801,美金融股即將落入熊市！業界大老怨交易收入大減,2017-6-1,1
1802,LED減速、日亞化寄望LD！傳建新廠、擴增產量至3倍,2017-6-1,1
1803,格羅方德擬低價搶攻日本，務求營收翻倍,2017-6-1,-1
1804,專家嚇傻、股市將拉回？印度Q1 GDP成長摔2年低,2017-6-1,0
1805,《日股》經濟數據優 日經早盤揚升逾200點；東芝重挫,2017-6-1,1
1806,分析師：美難逃政治魔咒、股市將跌，金價等著飆,2017-6-1,-1
1807,頁岩油生產力觸頂？美二疊紀油井、產量料首次下滑,2017-6-1,0
1808,GDP有望上修？日企設備投資額衝9年高、日經漲逾200點,2017-6-1,-1
1809,離岸人民幣暴升！人行鐵了心護航、短期利率有撐？,2017-6-1,-1
1810,讓WD閉嘴！東芝反擊、傳收回半導體子公司資產,2017-6-1,-1
1811,穆迪狠砍巴西19家銀行展望，巴股重挫近2%,2017-6-1,-1
1812,《美債》月底買盤湧、6月過後升息預期降溫 殖利率軟,2017-6-1,-1
1813,《美股》金融與能源重挫、科技熄火，道瓊跌；製藥漲,2017-6-1,-1
1814,《農產品》作物良率低 CBOT玉米上漲1.4%,2017-6-1,-1
1815,《貴金屬》美元下跌 COMEX黃金上漲0.8%,2017-6-1,-1
1816,《金屬》供應增需求弱 LME鎳價創11個月新低,2017-6-1,1
1817,延遲1年！台塑-JFE越南鋼廠開始營運、1號高爐點火,2017-6-1,-1
1818,《油價》OPEC產量增加 布蘭特原油大跌3%,2017-6-1,1
1819,《美國經濟》五月芝加哥PMI擴張加速，就業市況看俏,2017-6-1,1
1820,《歐股》英大選恐翻盤，泛歐指連五黑、英鎊驚驚漲,2017-6-1,1
1821,亞馬遜併WFM後、1小時內可將貨品送到7成美國人手上,2017-6-30,-1
1822,《日股》日經跌0.9%、守住2萬點；東芝連9挫、住友衝,2017-6-30,-1
1823,專注發展歐洲事業！Asahi傳擬出清康師傅飲品股權,2017-6-30,0
1824,鐵礦砂三日飆14%、進入牛市！澳幣同步躍3個月高,2017-6-30,-1
1825,雙A較勁！阿里挖亞馬遜AI人才、下週將推智慧音箱？,2017-6-30,1
1826,股匯債劇震！美股、垃圾債基金遭贖，日股、生技進帳,2017-6-30,-1
1827,估值高低不重要！股價存乎一心，資金流才是關鍵？,2017-6-30,0
1828,匯市劇震將蔓延股市？布林通道發明人：情況恐失控,2017-6-30,0
1829,AI競賽！中國將提發展藍圖，美參議員憂心技術外流,2017-6-30,-1
1830,《日股》日經早盤挫1%、死守2萬點；東芝續挫、住友衝,2017-6-30,-1
1831,傳三星擬建全球最大OLED廠、搶先擴產消滅陸廠威脅？,2017-6-30,-1
1832,美國Q1 GDP上修至1.4%，美元貶值帶動淨出口回溫,2017-6-30,-1
1833,全球央行撤股市安全網？VIX突暴衝50%、外資憂股災,2017-6-30,0
1834,日本失業率意外惡化；家庭支出創史上最長連跌紀錄,2017-6-30,-1
1835,美光財報、財測勝預期，看好機器學習、大數據商機,2017-6-30,0
1836,美英加歐央行口徑一致，QE落幕、升息潮將至？,2017-6-30,-1
1837,汽油價格飆！日本核心CPI連5揚、創2年來最大增幅,2017-6-30,1
1838,《美債》歐美央行敲響貨幣緊縮警鐘！全球殖利率飆,2017-6-30,-1
1839,《美國經濟》上週初領失業金24.4萬人高於預期,2017-6-30,-1
1840,Nike財報勝預期、宣布與亞馬遜合作，盤後大漲7%,2017-6-30,-1
1841,OLED電視變便宜！住友化學新技術、面板成本有望砍半,2017-6-30,-1
1842,《農產品》春麥產地乾旱 CBOT小麥大漲5%,2017-6-30,0
1843,《貴金屬》公債殖利率走高 COMEX黃金下跌0.3%,2017-6-30,-1
1844,《美股》科技成提款機、銀行和能源漲、VIX飆！費半慘,2017-6-30,0
1845,《金屬》預期大陸需求提振 LME金屬全面上漲,2017-6-30,-1
1846,《油價》美元跌產油減 NYMEX原油上漲0.4%,2017-6-30,-1
1847,《歐股》歐元登1年高，德股跌1.8%逾半年來首破季線,2017-6-30,-1
1848,凌通上半年合併獲利1.85億元，每股稅後1.70元,2017-8-1,-1
1849,美股進入危險地帶，兩大變盤警訊浮現、多方力竭？,2017-8-1,-1
1850,亞光自結6月獲利8900萬元，每股稅後0.32元,2017-8-1,0
1851,富喬上半年合併獲利2.83億元，每股稅後0.68元,2017-8-1,-1
1852,《日股》銀行-保險股領漲 日經結束連2跌；東芝狂飆,2017-8-1,-1
1853,Sony智慧機銷量10季來首增！影像感測器賣翻、獲利飆,2017-8-1,1
1854,財報夯無路用？三星六連跌、市值一度蒸發200億美元,2017-8-1,0
1855,殼牌石油投資新加坡綠能企業 ，放眼東南亞太陽能市場,2017-8-1,-1
1856,澳央按兵不動、對匯價示警！澳幣無視 翻黑後又續飆,2017-8-1,0
1857,S8賣超好？SA：上季出貨近2千萬支、三星市佔22%居冠,2017-8-1,1
1858,南非幣摔！穆迪：央行降息恐有政治力介入 獨立性堪慮,2017-8-1,-1
1859,比美元還弱勢！瑞央促貶、瑞郎單月貶幅創6年之最,2017-8-1,0
1860,《日股》銀行-保險股領漲 日經早盤翻紅；東芝飆漲,2017-8-1,-1
1861,CRB指數季線翻揚！銅礦供給縮、需求增 報價還能漲？,2017-8-1,1
1862,半導體復甦觸頂、進入高原期？外資居高思危喊降評,2017-8-1,-1
1863,槓桿基金重兵押空！美元7個月摔9%、31年最慘 貶過頭？,2017-8-1,1
1864,Panasonic：特斯拉Model 3用電池下半年度貢獻獲利,2017-8-1,1
1865,風雨欲來！8-1比特幣分裂日、價格恐跌破2千美元？,2017-8-1,-1
1866,中國矢言防堵地條鋼死灰復燃，鐵礦砂單日暴漲逾7%,2017-8-1,-1
1867,《美債》靜候數據、超長債是否發行受矚 殖利率微震,2017-8-1,0
1868,《美股》波音旺、道瓊歷史高！蘋果財報前腳軟 科技挫,2017-8-1,-1
1869,《農產品》降雨舒緩旱象 CBOT農產品全面收低,2017-8-1,-1
1870,《貴金屬》COMEX黃金下跌0.2% 貴金屬月線收高,2017-8-1,-1
1871,《金屬》美元下跌影響 LME基本金屬全面上漲,2017-8-1,-1
1872,EV商機夯！Toray電池材料傳大增產、擬在美國建新廠,2017-8-1,0
1873,《油價》NYMEX原油站上50美元 月線上漲9%,2017-8-1,-1
1874,《美國經濟》七月芝加哥PMI持續擴張，惟速度減緩,2017-8-1,1
1875,《歐股》歐元兌美元續飆、衝破1.18，泛歐指月線收黑,2017-8-1,-1
1876,美國8月非農就業遜預期，製造業增額2013年以來最高,2017-9-1,-1
1877,宏盛擬以1：1.1發行新股股份交換方式取得助群90.40%股權，納為子公司、基準日10-6,2017-9-1,-1
1878,"上證登20個月高！突破3,300點壓力線、新漲勢在望？",2017-9-1,1
1879,電動車需求夯、鋰價嗨！澳洲Orocobre擴產 股價飆14%,2017-9-1,-1
1880,全球十大銀行力挺區塊鏈數位貨幣「多功能結算幣」,2017-9-1,0
1881,《日股》日經漲0.23%、週線結束連6跌；夏普終於止跌,2017-9-1,-1
1882,北韓猶如未爆彈！若衝突、全球1-3原油運輸受干擾,2017-9-1,1
1883,辛耘：舉發弘塑584915號專利無效案，經智慧財產法院判決公司勝訴,2017-9-1,0
1884,哈維引發汽油荒！美能源部急釋戰略儲油、2012年首見,2017-9-1,-1
1885,強敵來了！覬覦火熱市場、SK收購第4大矽晶圓廠,2017-9-1,-1
1886,Switch超猛、日本銷售一枝獨秀飆增2倍；PS4摔3成,2017-9-1,1
1887,特斯拉：太陽能屋頂瓦片需求旺、明年底前供不應求,2017-9-1,-1
1888,俄股ETF爆量上攻、收6個月新高！當心短期恐拉回,2017-9-1,1
1889,美風災損失慘！梅努欽：調高舉債上限的期限恐提前,2017-9-1,-1
1890,獲利衰退引爆賣壓？安霸財報財測優、盤後大跌9%,2017-9-1,0
1891,《日股》靜待美就業數據 日經早盤小漲0.2%；夏普揚升,2017-9-1,-1
1892,輸油管停工、新颶風成形！市場恐慌，汽油飆14%,2017-9-1,0
1893,智慧音箱火熱！Sony-Panasonic搶進、採用谷歌AI助理,2017-9-1,0
1894,美國股票ETF單週吸金92億美元，創六月以來新高,2017-9-1,1
1895,NBI生技漲破7月套牢區、飆1年半高！癌症免疫新療法夯,2017-9-1,-1
1896,「夏普回來了」！明年Q2重返歐智慧機市場、鴻海生產？,2017-9-1,-1
1897,加拿大Q2 GDP大噴發，央行最快下周再升息,2017-9-1,-1
1898,Fintech指數創新高！美國金融業今年來宣告裁員1萬人,2017-9-1,-1
1899,蘋果發邀請函、新品9-12亮相！i8傳採第3代觸覺引擎,2017-9-1,1
1900,《美債》通膨緩、長債殖利率挫！關門疑慮衝擊國庫券,2017-9-1,-1
1901,FOMC糗大！美國7月核心PCE通膨創2015年最低、金價升,2017-9-1,-1
1902,《美國經濟》上週初領失業金23.6萬人略優於預期,2017-9-1,-1
1903,《美股》消費者支出增溫、生技超火！NASDAQ躍歷史高,2017-9-1,1
1904,《農產品》出口數據支撐 CBOT農產品全面上漲,2017-9-1,-1
1905,《貴金屬》美元下跌 COMEX黃金上漲0.6%,2017-9-1,-1
1906,《金屬》大陸需求激勵 LME鋁鋅鎳月線漲逾10%,2017-9-1,1
1907,《油價》汽油期貨飆漲 NYMEX原油漲近3%,2017-9-1,1
1908,對抗OLED、夏普8K電視來了！10月中國開賣、傳鴻海製造,2017-9-1,-1
1909,NVIDIA逼近史上最高、RBC稱將主宰下一波區塊鏈技術,2017-9-1,-1
1910,《財報》瑜伽服飾商Lululemon營收超標，盤後大漲5%,2017-9-1,-1
1911,《歐股》無畏西國動盪，泛歐指連八紅、德股創新高,2017-10-2,-1
1912,張忠謀：給台積公司最後貢獻就是「雙首長制」,2017-10-2,-1
1913,10-2新台幣兌美元匯率以30.413元作收，貶值1.08角,2017-10-2,1
1914,印度政府宣布向Tata Motors採購1萬輛電動車,2017-10-2,-1
1915,《日股》日圓貶、日銀短觀報喜 日經創2年高；夏普飆,2017-10-2,-1
1916,張忠謀宣佈明年6月退休 台積電雙首長接棒採平行領導,2017-10-2,0
1917,EV電池關鍵原料搶手，稀土-戰略金屬ETF Q3漲47.5%,2017-10-2,0
1918,台積電：張忠謀董事長宣佈擬於明年6月退休，雙首長平行領導接續,2017-10-2,0
1919,全球八月LCD面板出貨月增近7%，京東方獨居鰲頭,2017-10-2,1
1920,不單打獨鬥、夏普擬揪伴攻8K！股價飆1個月高,2017-10-2,0
1921,加泰隆尼亞最快本周宣布獨立，歐元貶勢加重,2017-10-2,-1
1922,檢查有瑕疵！日產恐召回百萬台、EV交車延遲，股價慘,2017-10-2,0
1923,奧迪：A8壅塞路段自駕功能擬於明年秋季在美國啟用,2017-10-2,0
1924,殼牌稱投資再生能源是一條不歸路、力尋獲利方程式,2017-10-2,0
1925,《日股》日圓貶、日銀短觀報喜 日經早盤小漲,2017-10-2,-1
1926,沙國主導減產付出慘痛代價，電池ETF今年來大勝石油,2017-10-2,0
1927,美國零售慘業，近五分之一債信垃圾化,2017-10-2,-1
1928,誰是FED下任主席？Warsh呼聲最高、Powell空降第二名,2017-10-2,0
1929,日銀短觀報喜、連4季改善創10年高；日經開盤走揚,2017-10-2,1
1930,智慧機瘋指紋辨識？明年或破10億支、三星市佔勝蘋果,2017-10-2,0
1931,西班牙加泰隆尼亞省公投濺血，歐元淡定、金價走跌,2017-10-2,-1
1932,自駕車將掀起30年革命！高通啟動美國首見C-V2X路測,2017-11-1,-1
1933,美股現「非理性繁榮」！連機構投資人都擔心錯過行情,2017-11-1,0
1934,《日股》日經衝21年新高；Sony飆11%、Nidec歷史高,2017-11-1,-1
1935,機器人夯！Nidec關鍵零件擴產至12倍、股價飆歷史新高,2017-11-1,-1
1936,Sony機器狗aibo明年1月開賣，具臉部、聲音辨識功能,2017-11-1,-1
1937,實測：FaceID解鎖手機的速度跟TouchID相同、甚至更快,2017-11-1,0
1938,趕iX問世前、降價衝買氣！陸零售商砍i8售價、最高2成,2017-11-1,1
1939,公布安全報告、邀請媒體試乘，Waymo自駕車將上路？,2017-11-1,0
1940,烏雲退散！ITC建議稅率遠低預期、美太陽能業鬆口氣,2017-11-1,-1
1941,《日股》Sony狂飆帶頭衝 日經早盤大漲1.4%；村田崩,2017-11-1,1
1942,沙國抱頭燒？IMF：油價明年需70美元、赤字才能打平,2017-11-1,1
1943,紐西蘭失業率創近九年新低，紐幣止貶反彈0.8%,2017-11-1,-1
1944,UA擴張過快、品牌忠誠度流失！股價單日瀉24%、財報慘,2017-11-1,-1
1945,2課題需解！2018年版iPhone主相機無望採TrueDepth？,2017-11-1,-1
1946,芝加哥企業積壓訂單創43年來最高，美國Q4 GDP估近3%,2017-11-1,-1
1947,金融時報：搶蘋果OLED面板大餅，陸廠機會比台廠大,2017-11-1,0
1948,美光飆16年高！分析師看三星法說：記憶體吃緊到明年,2017-11-1,-1
1949,Model 3瓶頸原因瞭了！Panasonic：電池產量料很快提升,2017-11-1,0
1950,美國消費者信心創2000年以來新高、近四成稱工作很多,2017-11-1,-1
1951,半導體夯翻！Q3全球銷售飛天創高、費半急漲狂賀,2017-11-1,1
1952,精聯自結8~9月合併獲利2600萬元，每股稅後0.54元,2017-11-1,-1
1953,大中自結8~9月獲利4068萬元，每股稅後1.23元,2017-11-1,-1
1954,利機自結8~9月合併獲利1100萬元，每股稅後0.27元,2017-11-1,-1
1955,添資金活水 金管會調降銀行房貸-投資股市風險權數,2017-11-1,-1
1956,《美債》未來三日大事件接棒演出，殖利率平盤震盪,2017-11-1,-1
1957,高通不致全面掉單？蘋果刻意放消息、拿訂單當籌碼施壓？,2017-11-1,0
1958,《財報》3D列印廠3D Systems獲利凸槌，盤後跌翻天,2017-11-1,1
1959,光纖雷射器廠IPG Photonics升財測、股價創歷史新高,2017-11-1,1
1960,iX零件難生產？新產品良率改善延遲、村田大砍獲利預估,2017-11-1,0
1961,《美股》美光、蘋果嗨！NASDAQ歷史高、費半17年半高,2017-11-1,-1
1962,《農產品》全球供應充裕 CBOT小麥下跌1.5%,2017-11-1,-1
1963,《貴金屬》美元上漲 COMEX黃金下跌0.6%,2017-11-1,1
1964,《金屬》預期需求增長 LME鎳價10月份大漲17%,2017-11-1,1
1965,《油價》OPEC產量減少 NYMEX原油上漲0.4%,2017-11-1,-1
1966,禾昌前三季合併獲利7165萬元，每股稅後0.66元,2017-11-1,-1
1967,全球最大交易所擬推虛擬貨幣期貨，比特幣再衝新高,2017-11-1,-1
1968,洛克威爾創歷史新高，董事會證實Emerson兩度提親,2017-11-1,-1
1969,融程電擬私募1200萬股、每股45元，增資基準日11-14、應募人研華,2017-11-1,-1
1970,《歐股》財報利多加持，泛歐指收紅0.3%、登五個月新高,2017-11-1,-1
1971,IDC：蘋果錶Q3出貨量年增52.4%至270萬支、狂勝三星,2017-12-1,1
1972,18年來第2例！夏普12-7重返東證一部、股價飆2個月高,2017-12-1,-1
1973,《美債》稅改恐擴大赤字、拉高長期利率，殖利率跳高,2017-12-1,0
1974,《美國經濟》上週初領失業金23.8萬人優於預期,2017-12-1,-1
1975,美國實質可支配所得創逾1年最大漲幅、儲蓄率反彈,2017-12-1,1
1976,《美股》稅改有譜 道瓊飆破2萬4千點！3D感測、生技嗨,2017-12-1,-1
1977,《農產品》南美天氣改善 CBOT小麥玉米收低,2017-12-1,0
1978,《貴金屬》避險吸引力降 COMEX黃金下跌0.7%,2017-12-1,-1
1979,愛瘋續航提升？蘋果傳自行研發電源管理IC、台積電生產,2017-12-1,0
1980,《金屬》大陸經濟數據提供支撐 LME期銅小漲,2017-12-1,1
1981,《油價》減產協議延長 NYMEX原油上漲0.2%,2017-12-1,0
1982,通用汽車：2019年起在美國大城市推出全自駕叫車服務,2017-12-1,-1
1983,《歐股》石油股走跌+歐元升值衝擊，泛歐指收黑0.3%,2017-12-1,-1
1984,騰訊狂摔陷修正、半兆美元市值失守，港股一度閃崩,2017-12-1,-1
1985,三星、KDDI展演5G！在高速行駛的火車成功下載8K影片,2017-12-1,-1
1986,《日股》日經連3揚、創3週高；夏普飆8%、荒川化學崩,2017-12-1,1
1987,航運業回春、傳液化天然氣船訂單將至，韓造船廠狂喜,2017-12-1,0
1988,避美制裁風險！俄國首檔人民幣計價公債 傳今年底發行,2017-12-1,-1
1989,Switch需求夯！日本銷售量飆增7成、創史上第2高,2017-12-1,1
1990,Alexa進軍紐澳！亞馬遜：Echo將在明年初前進南半球,2017-12-1,1
1991,中國需求爆炸性增長！機器人廠瘋增產、庫卡擴產至4倍,2017-12-1,-1
1992,Verizon：2018年將於美國3-5個市場推5G家用寬頻服務,2017-12-1,1
1993,學名藥廠振奮！傳亞馬遜有意賣藥、找上Mylan等製藥商,2017-12-1,-1
1994,油門不能催5年！習大踩煞車、全球慘，料明年上半觸頂,2017-12-1,-1
1995,曠視正為鴻海開發機器人、擬應用於iPhone生產線,2017-12-1,0
1996,愛瘋中國啟用量跳增！陸廠出貨數據虛胖、通路積庫存,2017-12-1,1
1997,《日股》日經早盤翻黑；夏普飆漲、荒川化學狂瀉,2017-12-1,-1
1998,荒川化學富士工廠發生爆炸、影響程度不明；股價崩8%,2017-12-1,0
1999,美期指走跌！共和黨噩夢，稅改再撞牆、恐納增稅法案,2017-12-1,0
2000,奇景ADR飆！蘋果3D感測商傳：明年秋季備貨量是iX三倍,2017-12-1,-1
2001,避險情緒升溫，美國貨幣市場基金吸金創今年新高,2017-12-1,-1
2002,北韓是幌子？美和中俄大打金融戰、制裁威力如精準武器,2018-1-2,-1
2003,國鼎：公司淡水五廠，通過中華民國衛福部PIC-S GMP認證,2018-1-2,-1
2004,1-2新台幣兌美元匯率以29.628元作收，升值2.20角,2018-1-2,-1
2005,澳洲數家銀行急凍比特幣帳戶！顧客措手不及、罵翻,2018-1-2,0
2006,港股開紅盤！恆指重返3萬點、H股急漲 台相關ETF飛天,2018-1-2,1
2007,伊朗爆發示威潮！油市驚、創2014年最佳開年紀錄,2018-1-2,1
2008,新接訂單強勁，印度製造業PMI衝五年新高,2018-1-2,1
2009,機器人計程車將上路，Velodyne大砍光達售價迎商機,2018-1-2,-1
2010,大螢幕當道，2018年高階電視出貨估跳增近五成,2018-1-2,-1
2011,南韓炒家蜂擁而入！瑞波幣市值一週暴衝1倍 以太幣哭,2018-1-2,-1
2012,殖利率漲不動、人口老化害得？散戶成美債最大買家,2018-1-2,0
2013,2018年度起三井住友保險九成行政工作將交給AI處理,2018-1-2,0
2014,AI智慧機將迅速普及？研究：2020年市佔上看35%,2018-1-2,-1
2015,新台幣兌美元匯價中午暫收29.613元，升值2.35角,2018-1-2,1
2016,韓記憶體業者樹大招風、在美挨告！台灣雙A躺槍被牽連,2018-1-2,0
2017,澳洲12月製造業PMI強勁衝刺，澳幣盤中創逾兩個月新高,2018-1-2,1
2018,不敵三星採自製SoC、高通攻中國！聯發科智慧機市佔縮,2018-1-2,1
2019,綠能成本大降、無需政府相助？荷蘭零補貼標案、全球首見,2018-1-2,0
2020,比特幣飆漲、ETF沾光！2017年ARKW、ARKK升幅逾8成,2018-1-2,-1
2021,Switch夯、任天堂市值衝；自動化股靚、夏普排名大躍進,2018-1-2,0
2022,新加坡2017年GDP高標達陣，星幣盤中創一年半新高,2018-1-2,1
2023,傳統銀行末日近？英央傳今年發虛幣、委國petro近日推,2018-1-2,-1
2024,戰略金屬ETF 2017年漲7成，兩年內鈷價料將呈現倍增,2018-1-2,-1
2025,谷歌臉書剉！緊箍咒來了、歐盟史上最嚴個資法將上路,2018-1-2,-1
2026,iX日本缺貨解除！年末銷售遭i8超車、二手價直直落,2018-1-2,-1
2027,金正恩擁核彈按鈕、願派隊參加平昌冬奧，美期指漲,2018-1-2,1
2028,《農產品》出口銷售疲軟 CBOT小麥玉米收低,2018-1-2,-1
2029,"《貴金屬》美元下跌 COMEX黃金站上1,300美元",2018-1-2,-1
2030,《金屬》供應受限需求強 LME期銅年漲三成,2018-1-2,1
2031,iPhone為2017最暢銷科技產品；Echo、Switch擠進前5大,2018-1-2,-1
2032,《油價》看好需求展望 NYMEX原油站上60美元,2018-1-2,-1
2033,南韓冬奧將大秀5G、電信商今年投資額傳逾90億美元,2018-1-2,0
2034,《歐股》歐元升破1.2，泛歐指收小跌、英股逆勢創新高,2018-1-2,-1
2035,榮成：中國主管機關正式受理榮成環科首次公開發行人民幣普通股並申請股票上市相關材料,2018-1-2,0
2036,鈴木等四家車商將與EV C.A. Spirit攜手研發電動車,2018-1-2,-1
2037,易成癮又傷身、臉書如香菸應嚴管？祖克柏求變阻批評,2018-2-1,0
2038,《日股》日經漲1.7%結束連6跌；夏普挫、富士軟片飆12%,2018-2-1,0
2039,股神也尊崇的大師：股市估值已高，現在絕非冒險良機,2018-2-1,-1
2040,贏人類？Waymo自駕車在加州跑逾35萬英里僅出槌4次,2018-2-1,1
2041,全球半導體景氣發燒不退，2018年有望創三高,2018-2-1,-1
2042,2015年準確喊空專家：原油吹出大投機泡沫 血洗日不遠,2018-2-1,-1
2043,Square：美國多數Cash App用戶可以開始買賣比特幣,2018-2-1,0
2044,不只頁岩油擴產！BP北海油田大發現、2020年產量倍增,2018-2-1,-1
2045,日本元月PMI衝近四年新高，通膨壓力升溫,2018-2-1,1
2046,發那科、日立、PFN聯手，藉AI、IoT推智慧邊際系統,2018-2-1,-1
2047,iX沒力！日本銷售市佔逐週萎縮、1月僅剩開賣時1-3,2018-2-1,1
2048,南非幣跳漲！祖馬下台壓力大、傳執政黨勸他下週請辭,2018-2-1,-1
2049,美國稅改衝擊+手機出貨下滑，聯想前季意外轉虧,2018-2-1,0
2050,藍牙耳機廠繽特力創歷史新高、企業營收連兩季攻頂,2018-2-1,-1
2051,葛老：股債市均陷泡沫！KKR：經濟衰退機率達100%,2018-2-1,-1
2052,美國石油產出突破一千萬桶，近半世紀新高,2018-2-1,-1
2053,費半成分股MKS財報、財測皆優，股價挑戰史上高點,2018-2-1,1
2054,美元略升！FOMC展鷹翅：今年通膨壓力漸增、朝2%靠攏,2018-2-1,-1
2055,為了組裝iPhone 6s？緯創傳將在印度取得新工廠用地,2018-2-1,0
